4.000000000000000000e+02,3.351932999999999652e+01
4.017586712261846742e+02,5.336699296531534742e+01
4.035173424523693484e+02,7.321465593063069832e+01
4.052760136785539657e+02,7.580415880319813482e+01
4.070346849047386399e+02,7.837677502205498570e+01
4.087933561309233141e+02,7.776904985099429268e+01
4.105520273571079883e+02,7.715509482412571174e+01
4.123106985832926057e+02,7.781420776110378767e+01
4.140693698094772799e+02,7.847706501562259973e+01
4.158280410356619541e+02,7.894632593414007715e+01
4.175867122618466283e+02,7.941482690629443653e+01
4.193453834880312456e+02,7.981579644361892178e+01
4.211040547142159198e+02,8.021643429413187221e+01
4.228627259404005940e+02,8.072858775279465249e+01
4.246213971665852682e+02,8.124139912065007252e+01
4.263800683927698856e+02,8.117111332257921674e+01
4.281387396189545598e+02,8.109681012277461321e+01
4.298974108451392340e+02,8.107682927941181106e+01
4.316560820713239082e+02,8.105727659255300921e+01
4.334147532975085255e+02,8.211717643942137101e+01
4.351734245236931997e+02,8.318665722593824796e+01
4.369320957498778739e+02,8.333267499771500297e+01
4.386907669760625481e+02,8.346957664891188244e+01
4.404494382022471655e+02,8.327534528089887544e+01
4.422081094284318397e+02,8.307751464093796301e+01
4.439667806546165139e+02,8.330545797373167716e+01
4.457254518808011881e+02,8.353845500353138220e+01
4.474841231069858623e+02,8.434308413352206912e+01
4.492427943331704796e+02,8.515507090440627280e+01
4.510014655593551538e+02,8.549072192459604480e+01
4.527601367855398280e+02,8.581976372723404722e+01
4.545188080117244454e+02,8.583958411763441632e+01
4.562774792379091195e+02,8.585480299892412859e+01
4.580361504640937937e+02,8.572553075995628546e+01
4.597948216902784679e+02,8.559396273357620544e+01
4.615534929164631421e+02,8.587278646272994820e+01
4.633121641426477595e+02,8.615854524143047399e+01
4.650708353688324337e+02,8.677087598611512931e+01
4.668295065950171079e+02,8.738905578093684312e+01
4.685881778212017252e+02,8.749087980848878487e+01
4.703468490473863994e+02,8.758293216315415464e+01
4.721055202735710736e+02,8.749794486678882777e+01
4.738641914997557478e+02,8.740942736801012813e+01
4.756228627259404220e+02,8.766512258647588851e+01
4.773815339521250394e+02,8.792803184392580818e+01
4.791402051783097136e+02,8.838844987787007312e+01
4.808988764044943878e+02,8.885320876404495039e+01
4.826575476306790051e+02,8.874269795434847197e+01
4.844162188568636793e+02,8.861895594164694501e+01
4.861748900830483535e+02,8.860908849670570930e+01
4.879335613092330277e+02,8.860195677711605811e+01
4.896922325354177019e+02,8.854402773581824704e+01
4.914509037616023761e+02,8.848482621652171076e+01
4.932095749877869935e+02,8.849273591326695509e+01
4.949682462139716677e+02,8.850239575205542053e+01
4.967269174401563419e+02,8.880891348023786236e+01
4.984855886663409592e+02,8.912347856084362263e+01
5.002442598925256334e+02,8.924322897983887515e+01
5.020029311187103076e+02,8.935749717720086949e+01
5.037616023448949818e+02,8.937975967953960321e+01
5.055202735710796560e+02,8.939933791109797312e+01
5.072789447972642733e+02,8.969754689789934332e+01
5.090376160234489475e+02,9.000417373229113593e+01
5.107962872496336217e+02,8.999647276813074370e+01
5.125549584758182391e+02,8.997894906026557749e+01
5.143136297020029133e+02,9.026259369478543704e+01
5.160723009281875875e+02,9.055596324046204870e+01
5.178309721543722617e+02,9.054789880722378825e+01
5.195896433805569359e+02,9.052978657468834456e+01
5.213483146067416101e+02,9.063209179775279267e+01
5.231069858329262843e+02,9.073853675134341756e+01
5.248656570591108448e+02,9.077281848511589146e+01
5.266243282852955190e+02,9.080454382952235903e+01
5.283829995114801932e+02,9.104445078446821071e+01
5.301416707376648674e+02,9.129195098964652288e+01
5.319003419638495416e+02,9.137446311972172452e+01
5.336590131900342158e+02,9.145078401371293353e+01
5.354176844162188900e+02,9.152047079419563147e+01
5.371763556424034505e+02,9.158990163933484041e+01
5.389350268685882384e+02,9.175226558912476094e+01
5.406936980947727989e+02,9.191831286318438288e+01
5.424523693209574731e+02,9.204066370323783985e+01
5.442110405471421473e+02,9.216123645848944079e+01
5.459697117733268215e+02,9.224814938470861136e+01
5.477283829995114957e+02,9.233365696165049030e+01
5.494870542256961699e+02,9.251067819352260813e+01
5.512457254518808440e+02,9.269161744120214053e+01
5.530043966780654046e+02,9.269315297871000325e+01
5.547630679042500788e+02,9.268681672077156009e+01
5.565217391304347530e+02,9.288534922861148857e+01
5.582804103566194271e+02,9.309308932143025572e+01
5.600390815828041013e+02,9.321459597459696056e+01
5.617977528089887755e+02,9.333213483146066380e+01
5.635564240351734497e+02,9.339780525300596992e+01
5.653150952613580102e+02,9.346103355784231326e+01
5.670737664875427981e+02,9.345351114340849108e+01
5.688324377137273586e+02,9.344258167589505604e+01
5.705911089399120328e+02,9.354242173842845887e+01
5.723497801660967070e+02,9.364771507013338692e+01
5.741084513922813812e+02,9.372933860568430475e+01
5.758671226184660554e+02,9.380977136093589763e+01
5.776257938446507296e+02,9.384381700640517465e+01
5.793844650708354038e+02,9.387547893605832883e+01
5.811431362970199643e+02,9.389534683997895570e+01
5.829018075232047522e+02,9.391459592156175518e+01
5.846604787493893127e+02,9.391210831179881779e+01
5.864191499755739869e+02,9.390845663617595562e+01
5.881778212017586611e+02,9.390519760080911738e+01
5.899364924279433353e+02,9.390196001898208067e+01
5.916951636541280095e+02,9.396322163543817396e+01
5.934538348803126837e+02,9.402807763446112688e+01
5.952125061064973579e+02,9.396166857777706127e+01
5.969711773326819184e+02,9.388780127929146602e+01
5.987298485588665926e+02,9.384895456765998745e+01
6.004885197850512668e+02,9.381213593551537144e+01
6.022471910112359410e+02,9.378959683284456617e+01
6.040058622374206152e+02,9.376790031110544987e+01
6.057645334636052894e+02,9.385603268882150019e+01
6.075232046897899636e+02,9.395076618173794714e+01
6.092818759159745241e+02,9.391935483744899216e+01
6.110405471421593120e+02,9.388022301038499506e+01
6.127992183683438725e+02,9.389494092949126980e+01
6.145578895945285467e+02,9.391301397296950881e+01
6.163165608207132209e+02,9.394170634143091547e+01
6.180752320468978951e+02,9.397107207665317219e+01
6.198339032730825693e+02,9.400072937735930623e+01
6.215925744992672435e+02,9.403040548874183457e+01
6.233512457254519177e+02,9.403695403170650025e+01
6.251099169516364782e+02,9.404198482799375824e+01
6.268685881778212661e+02,9.400533294146215724e+01
6.286272594040058266e+02,9.396589931176012556e+01
6.303859306301905008e+02,9.397607484989833893e+01
6.321446018563751750e+02,9.398961635453929375e+01
6.339032730825598492e+02,9.401654785524054603e+01
6.356619443087445234e+02,9.404440280394597096e+01
6.374206155349291976e+02,9.411625496462170304e+01
6.391792867611138718e+02,9.419119061191042874e+01
6.409379579872984323e+02,9.418823198827551835e+01
6.426966292134831065e+02,9.417972696629213658e+01
6.444553004396677807e+02,9.418308345041094753e+01
6.462139716658524549e+02,9.418729784220381873e+01
6.479726428920371291e+02,9.421308899872067855e+01
6.497313141182218033e+02,9.424046501728443559e+01
6.514899853444064775e+02,9.425843769907180558e+01
6.532486565705910380e+02,9.427570908158278939e+01
6.550073277967758258e+02,9.429415277830227637e+01
6.567659990229603864e+02,9.431268523067159038e+01
6.585246702491450606e+02,9.433413939165677675e+01
6.602833414753297347e+02,9.435581806288296036e+01
6.620420127015144089e+02,9.439522199526665247e+01
6.638006839276990831e+02,9.443600808710837669e+01
6.655593551538836437e+02,9.446833137891513843e+01
